old_id,native_candidate,collision,label_it,label_en,tier,category,effect_kind,status,prov_code,in_glossary,in_biome_pools,in_test,logtag_selfref
ancestor_sensi_memoria_iconica_bb_sx_01_4,memoria_iconica,INTRA_COLLISION(x2),Memoria Iconica,Iconic Memory,T2,neurologico,apply_status,focused,BB SX 01-4,True,False,False,False
ancestor_sensi_memoria_olfattiva_bb_sx_01,memoria_olfattiva,INTRA_COLLISION(x2),Memoria Olfattiva,Olfactory Memory,T2,neurologico,apply_status,focused,BB SX 01,True,False,False,False
ancestor_sensi_memoria_olfattiva_bb_sx_01_3,memoria_olfattiva,INTRA_COLLISION(x2),Memoria Olfattiva,Olfactory Memory,T2,neurologico,apply_status,focused,BB SX 01-3,True,False,False,False
ancestor_sensi_memoria_sensoriale_sx_01,memoria_sensoriale,INTRA_COLLISION(x3),Memoria Sensoriale,Sensory Memory,T1,neurologico,apply_status,focused,SX 01,True,False,False,False
ancestor_sensi_memoria_sensoriale_sx_02,memoria_sensoriale,INTRA_COLLISION(x3),Memoria Sensoriale,Sensory Memory,T1,neurologico,apply_status,focused,SX 02,True,False,False,False
ancestor_sensi_memoria_sensoriale_sx_03,memoria_sensoriale,INTRA_COLLISION(x3),Memoria Sensoriale,Sensory Memory,T1,neurologico,apply_status,focused,SX 03,True,False,False,False
ancestor_sensi_olfatto_so_01,olfatto,,Olfatto,Olfaction,T1,neurologico,apply_status,focused,SO 01,True,True,False,False
ancestor_sensi_percezione_se_01,percezione,,Percezione,Perception,T1,neurologico,apply_status,focused,SE 01,True,True,False,False
ancestor_sensi_rilevamento_sonoro_ss_06,rilevamento_sonoro,INTRA_COLLISION(x3),Rilevamento Sonoro,Sound Detection,T1,neurologico,apply_status,focused,SS 06,True,False,False,False
ancestor_sensi_rilevamento_sonoro_ss_07,rilevamento_sonoro,INTRA_COLLISION(x3),Rilevamento Sonoro,Sound Detection,T1,neurologico,apply_status,focused,SS 07,True,False,False,False
ancestor_sensi_rilevamento_sonoro_ss_08,rilevamento_sonoro,INTRA_COLLISION(x3),Rilevamento Sonoro,Sound Detection,T1,neurologico,apply_status,focused,SS 08,True,False,False,False
ancestor_sensi_velocita_di_localizzazione_sonora_ss_05,velocita_di_localizzazione_sonora,INTRA_COLLISION(x2),Velocita' di Localizzazione Sonora,Sound Localization Speed,T1,neurologico,apply_status,focused,SS 05,True,False,False,False
ancestor_sensi_velocita_di_localizzazione_sonora_ss_09,velocita_di_localizzazione_sonora,INTRA_COLLISION(x2),Velocita' di Localizzazione Sonora,Sound Localization Speed,T1,neurologico,apply_status,focused,SS 09,True,False,False,False
ancestor_sensi_velocita_di_trasduzione_sensoriale_so_05,velocita_di_trasduzione_sensoriale,INTRA_COLLISION(x2),Velocita' di Trasduzione Sensoriale,Sensory Transduction Speed,T1,neurologico,apply_status,focused,SO 05,True,False,False,False
ancestor_sensi_velocita_di_trasduzione_sensoriale_so_08,velocita_di_trasduzione_sensoriale,INTRA_COLLISION(x2),Velocita' di Trasduzione Sensoriale,Sensory Transduction Speed,T1,neurologico,apply_status,focused,SO 08,True,False,False,False
