old_id,proposed_native,disposition,needs_master_dd,basis,label_it,tier,category,effect_kind,status,amount,trigger,prov_code,in_biome_pools
ancestor_onnivoro_metabolismo_xenobiotico_bb_om_01,metabolismo_xenobiotico_apply_status_fed_3,DISAMBIGUATED,True,"differisce per kind,stato,turns -> discriminator placeholder",Metabolismo Xenobiotico,T2,neurologico,apply_status,fed,,action_type=passive,BB OM 01,False
ancestor_onnivoro_metabolismo_xenobiotico_bb_om_02,metabolismo_xenobiotico_apply_status_fed_3_2,DISAMBIGUATED,True,"differisce per kind,stato,turns -> discriminator placeholder",Metabolismo Xenobiotico,T2,neurologico,apply_status,fed,,action_type=passive,BB OM 02,False
ancestor_onnivoro_onnivoro_om_09,onnivoro,AUTO_UNIQUE,False,candidato unico,Onnivoro,T1,neurologico,apply_status,fed,,action_type=passive,OM 09,False
ancestor_orrorin_tugenensis_aspettativa_di_vita_lf_01,aspettativa_di_vita,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Aspettativa di Vita,T1,neurologico,apply_status,fed,,action_type=passive,LF 01,False
ancestor_orrorin_tugenensis_controllo_attentivo_cc_02,controllo_attentivo,AUTO_UNIQUE,False,candidato unico,Controllo Attentivo,T1,neurologico,damage_reduction,,1,action_type=passive,CC 02,True
ancestor_orrorin_tugenensis_controllo_cognitivo_cc_01,controllo_cognitivo,AUTO_UNIQUE,False,candidato unico,Controllo Cognitivo,T1,neurologico,apply_status,focused,,action_type=passive,CC 01,True
ancestor_orrorin_tugenensis_encefalizzazione_np_01,encefalizzazione,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Encefalizzazione,T1,neurologico,apply_status,fed,,action_type=passive,NP 01,False
ancestor_orrorin_tugenensis_via_mesocorticale_dp_01,via_mesocorticale,AUTO_UNIQUE,False,candidato unico,Via Mesocorticale,T1,neurologico,damage_reduction,,1,action_type=passive,DP 01,False
ancestor_orrorin_tugenensis_vie_dopaminergiche_dp_02,vie_dopaminergiche,DEDUP_KEEP,True,identico ad altri 9 (mechanics uguali),Vie Dopaminergiche,T1,neurologico,damage_reduction,,1,action_type=passive,DP 02,False
ancestor_orrorin_tugenensis_vie_dopaminergiche_dp_03,vie_dopaminergiche__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Vie Dopaminergiche,T1,neurologico,damage_reduction,,1,action_type=passive,DP 03,False
ancestor_orrorin_tugenensis_vie_dopaminergiche_dp_04,vie_dopaminergiche__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Vie Dopaminergiche,T1,neurologico,damage_reduction,,1,action_type=passive,DP 04,False
ancestor_schivata_atarassia_do_06,atarassia,AUTO_UNIQUE,False,candidato unico,Atarassia,T1,neurologico,apply_status,focused,,action_type=attack;on_result=hit,DO 06,False
ancestor_schivata_azione_evasiva_bb_do_03,azione_evasiva_irascible,DISAMBIGUATED,True,differisce per requires_actor_tag -> discriminator placeholder,Azione Evasiva,T1,neurologico,damage_reduction,,1,action_type=attack;on_result=hit;requires_actor_tag=irascible,BB DO 03,False
ancestor_schivata_azione_evasiva_do_02,azione_evasiva_predator,DISAMBIGUATED,True,differisce per requires_actor_tag -> discriminator placeholder,Azione Evasiva,T1,neurologico,damage_reduction,,1,action_type=attack;on_result=hit;requires_actor_tag=predator,DO 02,True
ancestor_schivata_azione_evasiva_do_04,azione_evasiva_wildlife,DISAMBIGUATED,True,differisce per requires_actor_tag -> discriminator placeholder,Azione Evasiva,T1,neurologico,damage_reduction,,1,action_type=attack;on_result=hit;requires_actor_tag=wildlife,DO 04,False
ancestor_schivata_preservazione_di_gruppo_do_07,preservazione_di_gruppo,AUTO_UNIQUE,False,candidato unico,Preservazione di Gruppo,T1,neurologico,damage_reduction,,1,action_type=attack;on_result=hit,DO 07,False
ancestor_schivata_riflesso_di_ritiro_do_05,riflesso_di_ritiro,AUTO_UNIQUE,False,candidato unico,Riflesso di Ritiro,T1,neurologico,damage_reduction,,2,action_type=attack;melee_only=True;on_result=hit,DO 05,False
ancestor_schivata_risposta_di_fuga_do_01,risposta_di_fuga,AUTO_UNIQUE,False,candidato unico,Risposta di Fuga,T1,neurologico,damage_reduction,,1,action_type=attack;on_result=hit,DO 01,True
ancestor_schivata_via_infundibolare_bb_do_01,via_infundibolare,AUTO_UNIQUE,False,candidato unico,Via Infundibolare,T2,neurologico,apply_status,focused,,action_type=attack;min_mos=3;on_result=hit,BB DO 01-03,False
ancestor_sensi_acuita_chemorecettiva_so_02,acuita_chemorecettiva,AUTO_UNIQUE,False,candidato unico,Acuita' Chemorecettiva,T1,neurologico,apply_status,focused,,action_type=passive,SO 02,False
ancestor_sensi_chemotopia_delle_minacce_so_13,chemotopia_delle_minacce,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Chemotopia delle Minacce,T1,neurologico,apply_status,focused,,action_type=passive,SO 13,False
ancestor_sensi_chemotopia_delle_minacce_so_14,chemotopia_delle_minacce__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Chemotopia delle Minacce,T1,neurologico,apply_status,focused,,action_type=passive,SO 14,False
ancestor_sensi_chemotopia_delle_minacce_so_15,chemotopia_delle_minacce__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Chemotopia delle Minacce,T1,neurologico,apply_status,focused,,action_type=passive,SO 15,False
ancestor_sensi_chemotopia_odoranti_so_09,chemotopia_odoranti,DEDUP_KEEP,True,identico ad altri 3 (mechanics uguali),Chemotopia Odoranti,T1,neurologico,apply_status,focused,,action_type=passive,SO 09,False
ancestor_sensi_chemotopia_odoranti_so_10,chemotopia_odoranti__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Chemotopia Odoranti,T1,neurologico,apply_status,focused,,action_type=passive,SO 10,False
ancestor_sensi_chemotopia_odoranti_so_11,chemotopia_odoranti__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Chemotopia Odoranti,T1,neurologico,apply_status,focused,,action_type=passive,SO 11,False
ancestor_sensi_chemotopia_odoranti_so_12,chemotopia_odoranti__retire3,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Chemotopia Odoranti,T1,neurologico,apply_status,focused,,action_type=passive,SO 12,False
ancestor_sensi_consapevolezza_sonora_ss_10,consapevolezza_sonora,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Consapevolezza Sonora,T1,neurologico,apply_status,focused,,action_type=passive,SS 10,False
ancestor_sensi_consapevolezza_sonora_ss_10_2,consapevolezza_sonora__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Consapevolezza Sonora,T1,neurologico,apply_status,focused,,action_type=passive,SS 10-2,False
ancestor_sensi_consapevolezza_sonora_ss_10_3,consapevolezza_sonora__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Consapevolezza Sonora,T1,neurologico,apply_status,focused,,action_type=passive,SS 10-3,False
ancestor_sensi_differenza_temporale_interaurale_ss_02,differenza_temporale_interaurale,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Differenza Temporale Interaurale,T1,neurologico,apply_status,focused,,action_type=passive,SS 02,False
ancestor_sensi_differenza_temporale_interaurale_ss_03,differenza_temporale_interaurale__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Differenza Temporale Interaurale,T1,neurologico,apply_status,focused,,action_type=passive,SS 03,False
ancestor_sensi_differenza_temporale_interaurale_ss_04,differenza_temporale_interaurale__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Differenza Temporale Interaurale,T1,neurologico,apply_status,focused,,action_type=passive,SS 04,False
ancestor_sensi_identificazione_odoranti_so_06,identificazione_odoranti,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Identificazione Odoranti,T1,neurologico,apply_status,focused,,action_type=passive,SO 06,False
ancestor_sensi_identificazione_odoranti_so_07,identificazione_odoranti__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Identificazione Odoranti,T1,neurologico,apply_status,focused,,action_type=passive,SO 07,False
ancestor_sensi_localizzazione_delle_minacce_so_03,localizzazione_delle_minacce,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Localizzazione delle Minacce,T1,neurologico,apply_status,focused,,action_type=passive,SO 03,False
ancestor_sensi_localizzazione_delle_minacce_so_04,localizzazione_delle_minacce__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Localizzazione delle Minacce,T1,neurologico,apply_status,focused,,action_type=passive,SO 04,False
ancestor_sensi_localizzazione_sonora_ss_01,localizzazione_sonora,AUTO_UNIQUE,False,candidato unico,Localizzazione Sonora,T1,neurologico,apply_status,focused,,action_type=passive,SS 01,False
ancestor_sensi_memoria_ecoica_bb_ss_01,memoria_ecoica,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Memoria Ecoica,T2,neurologico,apply_status,focused,,action_type=passive,BB SS 01,False
ancestor_sensi_memoria_ecoica_bb_ss_01_2,memoria_ecoica__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Memoria Ecoica,T2,neurologico,apply_status,focused,,action_type=passive,BB SS 01-2,False
ancestor_sensi_memoria_iconica_bb_sx_01_2,memoria_iconica,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Memoria Iconica,T2,neurologico,apply_status,focused,,action_type=passive,BB SX 01-2,False
ancestor_sensi_memoria_iconica_bb_sx_01_4,memoria_iconica__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Memoria Iconica,T2,neurologico,apply_status,focused,,action_type=passive,BB SX 01-4,False
ancestor_sensi_memoria_olfattiva_bb_sx_01,memoria_olfattiva,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Memoria Olfattiva,T2,neurologico,apply_status,focused,,action_type=passive,BB SX 01,False
ancestor_sensi_memoria_olfattiva_bb_sx_01_3,memoria_olfattiva__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Memoria Olfattiva,T2,neurologico,apply_status,focused,,action_type=passive,BB SX 01-3,False
ancestor_sensi_memoria_sensoriale_sx_01,memoria_sensoriale,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Memoria Sensoriale,T1,neurologico,apply_status,focused,,action_type=passive,SX 01,False
ancestor_sensi_memoria_sensoriale_sx_02,memoria_sensoriale__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Memoria Sensoriale,T1,neurologico,apply_status,focused,,action_type=passive,SX 02,False
ancestor_sensi_memoria_sensoriale_sx_03,memoria_sensoriale__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Memoria Sensoriale,T1,neurologico,apply_status,focused,,action_type=passive,SX 03,False
ancestor_sensi_olfatto_so_01,olfatto,AUTO_UNIQUE,False,candidato unico,Olfatto,T1,neurologico,apply_status,focused,,action_type=passive,SO 01,True
ancestor_sensi_percezione_se_01,percezione,AUTO_UNIQUE,False,candidato unico,Percezione,T1,neurologico,apply_status,focused,,action_type=passive,SE 01,True
ancestor_sensi_rilevamento_sonoro_ss_06,rilevamento_sonoro,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Rilevamento Sonoro,T1,neurologico,apply_status,focused,,action_type=passive,SS 06,False
ancestor_sensi_rilevamento_sonoro_ss_07,rilevamento_sonoro__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Rilevamento Sonoro,T1,neurologico,apply_status,focused,,action_type=passive,SS 07,False
ancestor_sensi_rilevamento_sonoro_ss_08,rilevamento_sonoro__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Rilevamento Sonoro,T1,neurologico,apply_status,focused,,action_type=passive,SS 08,False
ancestor_sensi_velocita_di_localizzazione_sonora_ss_05,velocita_di_localizzazione_sonora,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Velocita' di Localizzazione Sonora,T1,neurologico,apply_status,focused,,action_type=passive,SS 05,False
ancestor_sensi_velocita_di_localizzazione_sonora_ss_09,velocita_di_localizzazione_sonora__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Velocita' di Localizzazione Sonora,T1,neurologico,apply_status,focused,,action_type=passive,SS 09,False
ancestor_sensi_velocita_di_trasduzione_sensoriale_so_05,velocita_di_trasduzione_sensoriale,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Velocita' di Trasduzione Sensoriale,T1,neurologico,apply_status,focused,,action_type=passive,SO 05,False
ancestor_sensi_velocita_di_trasduzione_sensoriale_so_08,velocita_di_trasduzione_sensoriale__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Velocita' di Trasduzione Sensoriale,T1,neurologico,apply_status,focused,,action_type=passive,SO 08,False
