name,type,subtype,environment_tags,movement,special_abilities,cr
Giant Mosquito,vermin,,temperate;tropical swamps,walk:20;fly:60,disease (ex);bleed;blood drain,6.0
Giant Octopus,animal,aquatic,any ocean,walk:200;swim:30,poison (ex);constrict,8.0
Giant Owl,magical beast,,temperate forests,walk:10;fly:60,animal telepathy (su);insightful senses (su);piercing stare (su),5.0
Giant Phantom Armor,undead,,any,walk:20,,4.0
Giant Porcupine,animal,,temperate forests;plains,walk:40,quills (ex),2.0
Giant Queen Bee,vermin,,temperate;warm plains,walk:20;fly:60,poison (ex),5.0
Giant Rot Grub,vermin,,any,walk:20,gnaw (ex);poison (ex);gnaw;grab,3.0
Giant Scorpion,vermin,,warm;temperate deserts;forests;plains;underground,walk:50,poison (ex);constrict,3.0
Giant Sea Anemone,vermin,aquatic,any oceans;coastlines,walk:5,anchored (ex);poison (ex);sightless (ex);swallow whole,2.0
Giant Seahorse,animal,aquatic,any oceans,swim:30,anchor (ex),3.0
Giant Skunk,animal,,temperate forests,walk:30,musk (ex);musk,3.0
Giant Slug,vermin,,temperate;warm marshes;underground,walk:20,spit acid (ex);malleable (ex);susceptible to salt (ex),8.0
Giant Snapping Turtle,animal,,temperate;warm water;shore,walk:20;swim:20,armored stomach (ex);swallow whole,9.0
Giant Solifugid,vermin,,warm deserts,walk:50;climb:30,rend,1.0
Giant Spider,vermin,,any,walk:30;climb:30,poison (ex),1.0
Giant Squid,animal,aquatic,any ocean,swim:260,constrict,9.0
Giant Stag Beetle,vermin,,temperate forests,walk:20;fly:20,trample,4.0
Giant Tarantula,vermin,,any forests,walk:30;climb:30,barbed hairs (ex);poison (ex),8.0
Giant Tick,vermin,,temperate forests,walk:20;climb:20,grab (ex);disease (ex);blood drain,1.0
Giant Toad,animal,,temperate forests;plains;swamps,walk:30;swim:15,poison skin (ex);swallow whole,2.0
Giant Tortoise,animal,,warm deserts;islands,walk:10,buoyant (ex);shell (ex);slow and steady (ex),1.0
Giant Vulture,animal,,warm plains;hills,walk:10;fly:50,diseased (ex),4.0
Giant Wasp,vermin,,temperate forests,walk:20;fly:60,poison (ex),3.0
Giant Water Strider,vermin,,any water,walk:30;fly:20,tremorsense (ex);water skating (ex),1.0
Giant Weasel,animal,,any land,walk:40,blood drain;grab,1.0
Giant Whiptail Centipede,vermin,,temperate;warm forests;underground,walk:40;climb:40,poison (ex);tail slap (ex),3.0
Gibbering Mouther,aberration,,any underground,walk:10;swim:20,around vision (ex);amorphous (ex);blood drain (ex);engulf (ex);gibbering (su);ground manipulation (su);spittle (ex);blood drain;engulf;gibbering;ground manipulation;spittle,5.0
Giraffe,animal,,warm plains,walk:50,natural weapons (ex),3.0
Girallon,magical beast,,warm forests,walk:40;climb:40,rend,6.0
Girtablilu,monstrous humanoid,,warm deserts,walk:50,poison (ex);scorpion empathy (ex);constrict,8.0
Glabrezu,outsider,chaotic; demon; evil; extraplanar,any,walk:40,rend,13.0
Glacier Toad,magical beast,cold,cold hills;glaciers,walk:30;swim:15,bitter cold (su);swallow whole,6.0
Glass Golem,construct,,any land,walk:30,dazzling brightness (ex);immune to magic (ex);reflect spells (ex);bleed;dazzling brightness,8.0
Globster,ooze,aquatic,any oceans;coastlines,walk:20;swim:40,create spawn (ex);decompose (ex);nausea (ex);create spawn;constrict,5.0
Gloomwing,outsider,extraplanar,any,walk:10;fly:40,confusion (su);implant (ex);pheromones (su);confusion;implant;pheromones,4.0
Gnoll,humanoid,gnoll,warm plains;desert,walk:30,,1.0
Goat,animal,,any,walk:30,,0.3333333333333333
Goblin,humanoid,goblinoid,temperate forest;plains,walk:30,,0.3333333333333333
Goblin Dog,animal,,temperate forest;swamp;underground,walk:50,allergic reaction (ex),1.0
Goblin Snake,aberration,,any underground;swamps,walk:30;burrow:5;swim:20,goblin breath (ex);snake empathy (ex);goblin breath,1.0
Goliath Spider,vermin,,any forests;swamps,walk:40;climb:20,poison (ex);poisoned web (ex);poison;poisoned web;trample,11.0
Goliath Stag Beetle,vermin,,warm forests;plains,walk:30;fly:30,trample,8.0
Gorgon,magical beast,,temperate plains;rocky hills;underground,walk:30,breath weapon;trample,8.0
Gorilla,animal,,warm forests,walk:30;climb:30,,2.0
Gorynych,dragon,,temperate forests,walk:30;fly:100;swim:50,breath weapon (su);breath weapon,15.0
Gourd Leshy,plant,leshy; shapechanger,any hills;plains,walk:20,ensnare (ex);keepsake (su);seed (ex);sneak attack +1d6,1.0
Graeae,monstrous humanoid,evil; mythic,any,walk:30;fly:60,coven (ex);eye of the graeae (su);fate casting (su);luck ripple (su);luck ripple;mythic power,5.0
Graveknight,undead,augmented humanoid,any land,walk:30,channel destruction;devastating blast;undead mastery;weapon training,11.0
Graven Guardian,construct,,any land,walk:40,faith bound (su);magic weapon (su);bleed 2;magic weapon;rest eternal,5.0
Gray Ooze,ooze,,cold marshes;underground,walk:10,acid (ex);transparent (ex);acid;constrict,4.0
Gray Render,magical beast,,temperate marshes,walk:30,double damage against objects (ex);rend,8.0
Great Cyclops,humanoid,giant,any temperate;tropical,walk:50,flash of brutality (su);powerful charge;rock throwing,12.0
Great Horned Owl,animal,,temperate forests,walk:10;fly:60,,0.5
Great White Shark,animal,aquatic,any oceans,swim:60,bleed,4.0
Great White Whale,animal,,any oceans,swim:40,smashing breach (ex);capsize;smashing breach,14.0
Greater Air Elemental,outsider,air; elemental; extraplanar,plane of air,fly:100,air mastery (ex);whirlwind,9.0
Greater Barghest,outsider,evil; extraplanar; lawful; shapechanger,any,walk:40,feed (su),7.0
Greater Earth Elemental,outsider,earth; elemental; extraplanar,any,walk:20;burrow:20,earth glide (ex);earth mastery (ex);earth mastery,9.0
Greater Fire Elemental,outsider,elemental; extraplanar; fire,any,walk:60,burn,9.0
Greater Ice Elemental,outsider,air; cold; elemental; extraplanar; water,any land;water,walk:20;burrow:20;swim:60,ice glide (su);icewalking (ex);numbing cold (su);snow vision (ex);numbing cold,9.0
Greater Lightning Elemental,outsider,air; elemental; extraplanar,any,fly:100,metal mastery (ex);spark leap (ex);metal mastery;spark leap,9.0
Greater Magma Elemental,outsider,earth; elemental; extraplanar; fire,any,walk:20;burrow:20,burn (ex);earth glide (ex);lava puddle (su);burn;lava puddle,9.0
Greater Mud Elemental,outsider,earth; elemental; extraplanar; water,any land;water,walk:20;burrow:10;swim:30,earth glide (ex);entrap (ex);entrap,9.0
Greater Shadow,undead,incorporeal,any,fly:40,strength damage (su);create spawn;strength damage,8.0
Greater Water Elemental,outsider,elemental; extraplanar; water,any,walk:20;swim:90,drench (ex);vortex (su);water mastery (ex);drench;vortex;water mastery,9.0
Green Hag,monstrous humanoid,,temperate marshes,walk:30;swim:30,weakness (su);mimicry (ex),5.0
Greensting Scorpion,vermin,,warm;temperate forests,walk:30,poison (ex);poison,0.25
Grendel,monstrous humanoid,mythic,cold swamps,walk:40,brutal surge (su);gruesome dismemberment (ex);blood rage;brutal surge;gruesome dismemberment;mythic power,19.0
Grick,aberration,,any underground,walk:30;climb:20,,3.0
Griffon,magical beast,,temperate hills,walk:30;fly:80,pounce;rake,4.0
Grig,fey,,temperate forests,walk:30;fly:40,fiddle (su);fiddle,1.0
Grimple,fey,,any urban,walk:20;climb:20;fly:20,gremlin lice (ex);putrid vomit (ex);putrid vomit,0.3333333333333333
Grindylow,aberration,aquatic,any water,walk:200;swim:30,tangling tentacles (ex);tangling tentacles,0.5
Grippli,humanoid,grippli,warm forests;marshes,walk:30;climb:20,swamp stride (ex);favored enemy,0.5
Grizzly Bear,animal,,cold forests,walk:40,,4.0
Grodair,magical beast,aquatic; extraplanar,any water;coastlines,walk:30;swim:60,death flood (su);muddy field (su);water blast (ex);death flood;push,5.0
Grootslang,magical beast,,warm lakes;rivers,walk:40;swim:30,aquatic elusion (su);impaling bite (ex);thunderous stomp (ex);impaling bite;thunderous stomp;trample,16.0
Grothlut,aberration,,any underground,walk:20,digestive spew (ex);disgusting demise (ex);piteous moan (su);digestive spew;disgusting demise;piteous moan,3.0
Gryph,magical beast,,temperate forests;underground,walk:30;fly:50,grab (ex);implant eggs (ex);implant eggs,1.0
Guardian Dragon,dragon,aquatic; mythic,any,walk:50;climb:30;fly:200;swim:30,agonizing venom (ex);aura of security (su);heroic challenge (su);lingering poisonous cloud (su);poison (ex);secret lair (su);vengeful seeker (ex);agonizing venom;breath weapon;constrict;fast swallow;lingering poisonous cloud;mythic power;poison;swallow whole,24.0
Guardian Naga,aberration,,temperate plains,walk:40,poison (ex);spit (ex),10.0
Guardian Phantom Armor,undead,,any,walk:30,,2.0
Guecubu,undead,earth,any,walk:30;burrow:15,broken ground (su);misfortune (su),8.0
Gug,aberration,,any underground,walk:40;climb:20,rend,10.0
Gylptodon,animal,,temperate plains,walk:20,,6.0
Gynosphinx,magical beast,,warm deserts;hills,walk:40;fly:60,pounce;rake,8.0
Half-Celestial Unicorn,outsider,native,temperate forests,walk:60;fly:120,smite evil 1/ day;powerful charge,4.0
Half-Fiend Minotaur,outsider,native,temperate ruins;underground,walk:30;fly:60,smite good 1/day;powerful charge,6.0
Halsora,aberration,,any underground,walk:30,acidic tears (ex);spores (ex);acidic tears;sneak attack +2d6;spores,7.0
Hamadryad,fey,,temperate forests,walk:30,druid magic (su);tree meld (su);woodcraft (ex),15.0
Handmaiden Devil,outsider,devil; evil; extraplanar; lawful,any,walk:40;fly:60,agile grappler (ex);tentacle cage (su);tentacle cage,14.0
Hangman Tree,plant,,temperate forests,walk:10,hallucinatory spores (ex);vines (ex);constrict;hallucinatory spores;pull;strangle;swallow whole;vines,7.0
Haniver,fey,aquatic,temperate coasts,walk:10;fly:20;swim:20,misplacement (su);misplacement,0.5
Harbinger Archon,outsider,archon; extraplanar; good; lawful,any,fly:50,blades (ex);disassemble (su);minor archon (ex);wrath (su);wrath,2.0
Harionago,undead,,any land,walk:30,infectious laughter (su);bleed;infectious laughter;paralysis,11.0
Harpy,monstrous humanoid,,temperate marshes,walk:20;fly:80,captivating song (su);captivating song,4.0
Hastur,aberration,chaotic; evil; great old one,any,walk:80,fulvous dreams (su);immortality (ex);reveal visage (su);tattered lash (ex);unspeakable presence (su);wish (sp);yellow sign (su);bleed;fulvous dreams;mythic power;reveal visage;sneak attack +10d6;yellow sign,29.0
Hawk,animal,,temperate forests,walk:10;fly:60,,0.3333333333333333
Hekatonkheires,outsider,chaotic; evil; extraplanar,any,walk:60,hands of war (su);whirlwind (ex);planar leap (su);stunning slam (ex);rock throwing;stunning slam,24.0
Hell Hound,outsider,evil; extraplanar; fire; lawful,any,walk:40,breath weapon,3.0
Hellcat,outsider,evil; extraplanar; lawful,any land,walk:40,invisible in light (su);pounce;rake,7.0
Hellwasp Swarm,vermin,extraplanar; swarm,any,walk:5;fly:40,inhabit (ex);poison (ex);distraction;inhabit,8.0
Hezrou,outsider,aquatic; chaotic; demon; evil; extraplanar,any swamp,walk:30;swim:30,nausea (ex);nausea,11.0
Hieracosphinx,magical beast,,warm hills,walk:30;fly:60,shriek (su);pounce;shriek,5.0
Hill Giant,humanoid,giant,temperate hills,walk:40,rock throwing,7.0
Hippocampus,magical beast,aquatic,any water,walk:5;swim:60,water dependency (ex),1.0
Hippogriff,magical beast,,temperate hills;plains,walk:40;fly:100,,2.0
Hippopotamus,animal,,warm rivers,walk:40,capsize (ex);sweat (ex);capsize;trample,5.0
Hobgoblin,humanoid,goblinoid,temperate hills,walk:30,,0.5
Hodag,magical beast,,temperate forests;marshes,walk:30;burrow:15,spiked tail (ex);toss (ex);trackless (ex);spiked tail;toss,6.0
Hollow Serpent,undead,,any underground,walk:50;climb:50,channel negative energy (su);desiccation aura (su);coils (su);lifesense (su);swift strike (ex);channel negative energy;constrict;energy drain;life-draining coils,16.0
Homunculus,construct,,any,walk:20;fly:50,poison (ex);telepathic link (su),1.0
Horned Devil,outsider,devil; evil; extraplanar; lawful,any,walk:30;fly:50,infernal wound (su);stun (su),16.0
Horse,animal,,temperate plains,walk:50,docile (ex),1.0
Host Devil,outsider,devil; evil; extraplanar; lawful,any,walk:20;fly:50,master grappler (ex);noxious breath (su);shared senses (su);noxious breath;rend,6.0
Hound Archon,outsider,archon; extraplanar; good; lawful,any,walk:40,change shape (su),4.0
Hound of Tindalos,outsider,evil; extraplanar,any,walk:40,angled entry (su);otherworldly mind (ex);ripping gaze (su);ripping gaze,7.0
Howler,outsider,chaotic; evil; extraplanar,any land,walk:60,howl (su);pain (ex);quill defense (ex);howl,3.0
Huecuva,undead,,any,walk:30,aura of faithlessness (su);disease (ex);false humanity (su),2.0
Huge Air Elemental,outsider,air; elemental; extraplanar,plane of air,fly:100,air mastery (ex);whirlwind,7.0
Huge Earth Elemental,outsider,earth; elemental; extraplanar,any,walk:20;burrow:20,earth glide (ex);earth mastery (ex);earth mastery,7.0
Huge Fire Elemental,outsider,elemental; extraplanar; fire,any,walk:60,burn,7.0
Huge Ice Elemental,outsider,air; cold; elemental; extraplanar; water,any land;water,walk:20;burrow:20;swim:60,ice glide (su);icewalking (ex);numbing cold (su);snow vision (ex);numbing cold,7.0
Huge Lightning Elemental,outsider,air; elemental; extraplanar,any,fly:100,metal mastery (ex);spark leap (ex);metal mastery;spark leap,7.0
Huge Magma Elemental,outsider,earth; elemental; extraplanar; fire,any,walk:20;burrow:20,burn (ex);earth glide (ex);lava puddle (su);burn;lava puddle,7.0
Huge Mud Elemental,outsider,earth; elemental; extraplanar; water,any land;water,walk:20;burrow:10;swim:30,earth glide (ex);entrap (ex);entrap,7.0
Huge Water Elemental,outsider,elemental; extraplanar; water,any,walk:20;swim:90,drench (ex);vortex (su);water mastery (ex);drench;vortex;water mastery,7.0
Huldra,fey,,cold forests;mountains,walk:30,lashing tail (su);manipulate luck (su);lashing tail;manipulate luck,4.0
Human Juju Zombie,undead,augmented human,any land,walk:30,sneak attack +1d6,2.0
Human Skeleton,undead,,any,walk:30,,0.3333333333333333
Human Zombie,undead,,any,walk:30,,0.5
Humbaba,monstrous humanoid,,any forests,walk:60,prismatic aura (su);breath weapon;rock throwing,19.0
Hungry Flesh,ooze,,any land;underground,walk:20;swim:20,disease (ex);monstrous growth (ex);reactive regeneration (ex);slime trail (ex);constrict,3.0
Hungry Fog,ooze,,any temperate,fly:15,bewitching brume (su);enveloping mists (ex);gaseous (ex);vulnerable to wind (ex);enveloping mists,6.0
Hyakume,aberration,,any underground,walk:30,drain memory (su);eye probe (su);transfer memories (su);drain memory;quivering palm;stunning fist,15.0
Hydra,magical beast,,temperate marshes,walk:20;swim:20,fast healing (ex);hydra traits (ex);regenerate head (ex);pounce,4.0
Hydrodaemon,outsider,aquatic; daemon; evil; extraplanar,any,walk:30;fly:40;swim:60,glide (ex);sleep spittle (su);rake,8.0
Hyena,animal,,warm plains,walk:50,,1.0
Hypnalis,outsider,extraplanar,any,walk:40;fly:60,ghost touch fangs (su);phasing (su);poison (su);constrict;poison;sneak attack +2d6,5.0
Iathavos,outsider,chaotic; evil; extraplanar; qlippoth,any,walk:20;fly:50,abyssal transformation (su);entropic beams (su);horrific appearance (su);ichor (su);stench (su);abyssal transformation;entropic beams;horrific appearance,20.0
Ice Devil,outsider,devil; evil; extraplanar; lawful,any,walk:40;fly:60,slow (su),13.0
Ice Golem,construct,cold,any cold,walk:30,cold (ex);icy destruction (ex);immunity to magic (ex);breath weapon;cold;icy destruction,5.0
Ice Linnorm,dragon,,cold hills;mountains,walk:40;climb:40;fly:100;swim:40,breath weapon (su);death curse (su);freedom of movement (ex);poison (su);true seeing (ex);breath weapon;constrict;death curse,17.0
Ice Troll,humanoid,cold; giant,cold mountains;underground,walk:30,rend,4.0
Ice Yai,outsider,cold; oni; giant; native; shapechanger,cold mountains,walk:50;fly:60,icy missile (su);staggering strikes (ex);staggering strikes,14.0
Ifrit,outsider,native,any land,walk:30,fire affinity (ex),0.5
Iguanodon,animal,,warm forests;swamps,walk:30,thumb spikes (ex);thumb spikes,6.0
Ijiraq,fey,shapechanger,cold forests;plains,walk:30,disorienting gaze (su);hide in plain sight (su);disorienting gaze,9.0
Iku-Turso,aberration,aquatic,cold;temperate water;underground,walk:20;swim:60,disease (su);light lure (su);light lure,8.0
Imentesh,outsider,chaotic; extraplanar; protean; shapechanger,any,walk:30;fly:30;swim:30,inflict warpwave (su);constrict;inflict warpwave;sneak attack +4d6,10.0
Immense Tortoise,animal,,warm islands,walk:20,trample,8.0
Immolation Devil,outsider,devil; evil; extraplanar; lawful,any,walk:30;fly:80,hellfire (su);burn;hellfire,19.0
Immortal Ichor,ooze,extraplanar,any ruins;underground,walk:20;fly:20,corrupt ally (su),17.0
Imp,outsider,devil; evil; extraplanar; lawful,any,walk:20;fly:50,poison (ex),2.0
Incubus,outsider,chaotic; demon; evil; extraplanar,any,walk:30;fly:50,pain redoubled (su);pain redoubled,6.0
Incutilis,aberration,aquatic,any oceans,walk:5;climb:5;swim:60,puppetmaster (su);puppetmaster,2.0
Intellect Devourer,aberration,,any underground,walk:40,body thief (su);vulnerable to protection from evil (ex);body thief;sneak attack +3d6,8.0
Interlocutor,outsider,evil; extraplanar; kyton; lawful,any,walk:40,surgical strikes (ex);unnerving gaze (ex);bleed;poison;rend;surgical strikes;unnerving gaze,12.0
Invisible Stalker,outsider,air; elemental; extraplanar,any,walk:30,improved tracking (ex);natural invisibility (ex),7.0
Irminsul,plant,extraplanar; mythic,any,walk:10,planar portal (su);mythic power,17.0
Irnakurse,aberration,,any underground,walk:10,mind lash (su);soul scream (su);soul scream;rend,9.0
Iron Cobra,construct,,any,walk:40,find target (su);poison (ex),2.0
Iron Colossus,construct,colossus; mythic,any land,walk:50,alternate form (ex);deadly fumes (ex);fire absorption (ex);selective antimagic aura (su);siege tower (ex);mythic power;mythic quickening;pinning stomp,21.0
Iron Golem,construct,,any,walk:20,breath weapon (su);immunity to magic (ex);powerful blows (ex);breath weapon;powerful blows,13.0
Isitoq,undead,,any,walk:5;fly:60,daze (ex);tears of anguish (su);visual sensor (su);daze;tears of anguish,0.5
Jabberwock,dragon,air; fire,any forests,walk:40;fly:80,burble (su);damage reduction (ex);eye rays (su);fear of vorpal weapons (ex);planar acclimation (ex);whiffling (ex);burble;burn;eye rays;whiffling,23.0
Jack-O'-Lantern,plant,,temperate forests;hills;plains,walk:15,explode (ex);fear aura (su);pumpkin form (su);strangling ensnare (ex);breath weapon;explode;strangling ensnare,1.0
Jackalwere,magical beast,shapechanger,warm deserts,walk:30,change shape (su);jackal empathy (ex);sleep gaze (su);weapon intuition (ex);sleep gaze;weapon intuition,2.0
Janni,outsider,native,warm deserts,walk:30;fly:20,change size (sp);elemental endurance (ex);change size,4.0
Jellyfish Swarm,vermin,aquatic; swarm,any aquatic,swim:20,poison (ex);distraction,6.0
Jiang-Shi,undead,augmented humanoid,any,walk:30,brutal claws;drain chi;flurry of blows;stunning fist,6.0
Jinkin,fey,,any underground;urban,walk:40,tinker (sp);sneak attack +1d6;tinker,1.0
Jinmenju,plant,,temperate hills;mountains,walk:10,fruits (su);intoxicating stench (su);unsettling drone (su);enticing head-fruits;intoxicating stench,11.0
Jinushigami,outsider,earth; kami; native,any,walk:50;burrow:40,infused quarterstaff (su);manipulate terrain (su);ward (su),20.0
Jorogumo,monstrous humanoid,shapechanger,temperate mountain valleys,walk:30;climb:50;swim:40,poison (ex);spider empathy (ex);spider legs (ex);swift shapechanger (ex);sneak attack +3d6;web,12.0
Jotund Troll,humanoid,giant,cold hills;mountains,walk:30,seeing attacks (ex);cacophonous roar (su);multiple minds (ex);all-seeing attacks;cacophonous roar;fast swallow;rock throwing;swallow whole,15.0
Jubjub Bird,magical beast,,temperate;warm forests,walk:50;fly:20,adaptive defense (su);deadly bite (ex);planar acclimation (ex);shriek (ex);deadly bite;shriek;swallow whole,15.0
Juggernaut,construct,,any,walk:30,bound (su);shrine (ex);vicious trample (ex);soul-powered;vicious trample,11.0
Julunggali,magical beast,aquatic; extraplanar; mythic; shapechanger,any land;water,walk:40;burrow:40;fly:20;swim:90,fascination aura (su);amazing initiative;constrict;fast swallow;mythic power;pull;push;swallow whole,21.0
Jungle Giant,humanoid,giant,warm forests,walk:40,archery expert (su);spell storing (su);warding tattoos (su),10.0
Junk Golem,construct,,any,walk:30,discorporate (ex);disease (ex);immunity to magic (ex);junk repair (su);disease,4.0
Juvenile Rukh,magical beast,,warm mountains;deserts,walk:20;fly:40,,3.0
Juvenile Seps,magical beast,,temperate;warm deserts;forests,walk:20,poison (ex);acid blood;poison,2.0
Jyoti,outsider,extraplanar,any,walk:30;fly:90,breath weapon (su);divine aversion (su);positive energy (su);positive energy affinity (ex);breath weapon;positive energy,9.0
Kalavakus,outsider,chaotic; demon; evil; extraplanar,any,walk:30,enslave soul (su);horns (ex);enslave soul;horns;powerful charge,10.0
Kamadan,magical beast,,temperate;warm plains,walk:40,breath weapon (su);snakes (ex);breath weapon;pounce,4.0
Kangaroo,animal,,temperate hills;plains,walk:50,,0.5
Kappa,monstrous humanoid,aquatic,any lake;river,walk:20;swim:40,head bowl (su);grab;rake,2.0
Kapre,plant,,warm;temperate forests,walk:50;climb:30,blow smoke (su);confounding aura (su);tree meld (su);blow smoke,10.0
Karkinoi,monstrous humanoid,aquatic,any water,walk:30;swim:40,sideways scuttle (ex);water dependency (ex);constrict 1d10+6,6.0
Kasatha,humanoid,kasatha,warm deserts,walk:30,desert runner (ex);desert stride (ex);jumper (ex);stalker (ex);flurry of blows;stunning fist,0.5
Kech,monstrous humanoid,,warm forests,walk:40;climb:20,rend,3.0
Keketar,outsider,chaotic; extraplanar; protean; shapechanger,any,walk:40;fly:40;swim:40,reshape reality (sp);spatial riptide (su);warpwave (su);constrict;reshape reality,17.0
Kelpie,fey,aquatic; shapechanger,any water,walk:40;swim:40,captivating lure (su);captivating lure,4.0
Killer Seahorse,animal,aquatic,any oceans,swim:40,bleed 1d6;constrict,5.0
Kirin,magical beast,air,any,walk:60;fly:120,breath weapon;powerful charge,7.0
Kitsune,humanoid,kitsune; shapechanger,temperate forests;hills;mountains,walk:30,change shape (su),0.5
Kobold,humanoid,reptilian,temperate underground;deep forest,walk:30,crafty (ex),0.25
Kodama,outsider,kami; native,any forest,walk:30,distracting gaze (su);distracting gaze;sneak attack +2d6,5.0
Kolyarut,outsider,extraplanar; inevitable; lawful,any,walk:30,,12.0
Kongamato,dragon,,tropical forests,walk:40;fly:160,piercing beak (ex);wailing dive (su);wailing dive;breath weapon,15.0
Korada,outsider,agathion; extraplanar; good,any forests;mountains,walk:90;climb:30;fly:60,combat style master (ex);primal aura (su);shatter spells (su);tranquil master (su);shatter spells;stunning fist,26.0
Korred,fey,,temperate forests,walk:30,animated hair (su);stone stride (su);stunning laugh (su);animated hair;stunning laugh;rock throwing,4.0
Kostchtchie,outsider,chaotic; cold; demon; evil; extraplanar,any cold,walk:60;climb:60,clutch foe (ex);crushing blow (su);favored enemy (su);powerful slam (ex);vengeful strike (su);clutch foe;crushing blow;favored enemy;powerful slam;rock throwing;vengeful strike,26.0
Kraken,magical beast,aquatic,any ocean,walk:280;swim:40,ink cloud (ex);jet (ex);rend ship (ex);tenacious grapple (ex);constrict;ink cloud;rend ship,18.0
Krenshar,magical beast,,temperate forests;plains,walk:40,skullface (su);skullface,1.0
Kuwa,outsider,human; native; oni; shapechanger,any,walk:30,,4.0
Kyton,outsider,evil; extraplanar; kyton; lawful,any,walk:30,chain armor (ex);dancing chains (su);unnerving gaze (su);dancing chains;unnerving gaze,6.0
Lamia,monstrous humanoid,,temperate deserts,walk:60,undersized weapons (ex);wisdom drain (su);wisdom drain,6.0
Lamia Matriarch,monstrous humanoid,shapechanger,any land,walk:40;climb:40;swim:40,wisdom drain (su);wisdom drain,8.0
Lammasu,magical beast,,temperate deserts,walk:30;fly:60,pounce;rake,8.0
Lampad,fey,,any underground,walk:30,guarded (su);insane beauty (su);weep (su);weep,5.0
Lantern Archon,outsider,archon; extraplanar; good; lawful,any,fly:60,gestalt (su);light ray (ex),2.0
Large Air Elemental,outsider,air; elemental; extraplanar,plane of air,fly:100,air mastery (ex);whirlwind,5.0
Large Earth Elemental,outsider,earth; elemental; extraplanar,any,walk:20;burrow:20,earth glide (ex);earth mastery (ex);earth mastery,5.0
Large Fire Elemental,outsider,elemental; extraplanar; fire,any,walk:50,burn,5.0
Large Ice Elemental,outsider,air; cold; elemental; extraplanar; water,any land;water,walk:20;burrow:20;swim:60,ice glide (su);icewalking (ex);numbing cold (su);snow vision (ex);numbing cold,5.0
Large Lightning Elemental,outsider,air; elemental; extraplanar,any,fly:100,metal mastery (ex);spark leap (ex);metal mastery;spark leap,5.0
Large Magma Elemental,outsider,earth; elemental; extraplanar; fire,any,walk:20;burrow:20,burn (ex);earth glide (ex);lava puddle (su);burn;lava puddle,5.0
Large Mud Elemental,outsider,earth; elemental; extraplanar; water,any land;water,walk:20;burrow:10;swim:30,earth glide (ex);entrap (ex);entrap,5.0
Large Spriggan,humanoid,gnome,any hills;forests,walk:30,size alteration (su);spriggan magic (ex);spriggan skills (ex);sneak attack +2d6,3.0
Large Water Elemental,outsider,elemental; extraplanar; water,any,walk:20;swim:90,drench (ex);vortex (su);water mastery (ex);drench;vortex;water mastery,5.0
Lava Drake,dragon,fire,warm forests;hills;mountains,walk:20;burrow:30;fly:60,magma shake (ex);pyroclastic vomit (ex);speed surge (ex);magma shake;pyroclastic vomit,9.0
Leaf Leshy,plant,leshy; shapechanger,any forest;hill,walk:20;climb:10;fly:10,glide (ex);seedpods (ex),0.5
Leaf Ray,plant,,temperate;warm forests,walk:5;fly:40,poison (ex);seed (ex);poison;seed,1.0
Leanan Sidhe,fey,mythic,any land,walk:30;fly:30,life drain (ex);skill blessing (su);spell blessing (su);unearthly grace (su);life drain;mythic power,9.0
Leech Swarm,vermin,aquatic; swarm,temperate;warm marshes,walk:5;swim:30,blood drain (ex);poison (ex);blood drain;distraction,4.0
Legion Archon,outsider,archon; extraplanar; good; lawful,any,walk:40;fly:90,flames of faith (ex);second skin (ex);flames of faith,7.0
Lemure,outsider,devil; evil; extraplanar; lawful,any,walk:20,,1.0
Leng Spider,magical beast,extraplanar,any,walk:40;climb:40,poison (su);web weaponry (ex);web;web weaponry,14.0
Leonal,outsider,agathion; extraplanar; good,any land,walk:60,protective aura (su);roar (su);roar;pounce;rake,12.0
Leopard,animal,,any forest,walk:30;climb:20,pounce;rake,2.0
Leprechaun,fey,,temperate forests,walk:40,leprechaun magic (sp),2.0
Leucrotta,magical beast,,temperate;tropical forests;hills,walk:60;climb:30,lure (su);powerful bite (ex);lure;powerful bite,5.0
Leukodaemon,outsider,daemon; evil; extraplanar,any,walk:30;fly:60,breath of flies (su);contagion (su);infectious aura (su);breath of flies,9.0
Lhaksharut,outsider,extraplanar; inevitable; lawful,any,fly:60,cunning reflexes (ex);energy bolt (su);immunity to energy spells (ex);multiweapon mastery (ex);perfect prediction (su);wounding weapons (su);cunning reflexes;multiweapon mastery;wounding weapons,20.0
Lich,undead,augmented humanoid,any,walk:30,grave touch*;paralyzing touch;power over undead*,12.0
Lillend Azata,outsider,azata; chaotic; extraplanar; good,any,walk:30;fly:70,bardic performance;constrict,7.0
Lion,animal,,warm plains,walk:40,pounce;rake,3.0
Living Topiary,plant,,any land,walk:30,assimilate (ex);hedge stride (sp);move through hedges (ex);sculpt shape (ex),4.0
Living Wall,construct,,any ruins;underground,walk:10,crushing push (ex);fleshy link (ex);crushing push;push,4.0
Lizard,animal,,any temperate;warm,walk:20;climb:20,,0.16666666666666666
Lizardfolk,humanoid,reptilian,temperate swamps,walk:30;swim:15,hold breath (ex),1.0
Locathah,humanoid,aquatic,temperate;warm aquatic,walk:10;swim:60,,0.5
Locust Swarm,vermin,swarm,temperate;warm deserts;plains,walk:10;climb:10;fly:30,devour (ex);devour;distraction;voracious,2.0
